,Species_Name,Actual EvapoTranspiration,After-ripening requirement,Altitude,Altitude (maximum recorded),Altitude (minimum recorded),Altitude (typical minimum),Annual precipitation,Annual seed dispersal,Appendages on dispersal unit,Average annual relative humidity,Average number of ground frost days per year (sum) (FRS),British distribution (post 1949 records),Carnivory,Change Index,Chromosome cDNA content,Chromosome number,Chromosome ploidy,Cleistogamy,Clonality,Cloud cover,"Comments, notes, methods",Dataset (1),Dataset (2),Dichogamy,"Dicliny (monoeceous, dioecious, hermaphrodite)",Dispersal syndrome (agent),Dispersal unit (dispersule / diaspore) length,EW Index,Ecosystem rooting depth,Ellenberg indicator value: Light,Ellenberg indicator value: Moisture,Ellenberg indicator value: Salt tolerance,Ellenberg indicator value: nitrogen,Ellenberg indicator value: pH (reaction),End of flowering,Epoch,Exposure,Family,Fern  and moss spore width (diameter),Fertilization,Fine root diameter,First historical record: 1. date,First historical record: 2. site,Flow,Flower pollen ovule ratio,Flowering periode: peak month,Fossil record: 1. earliest record,Fossil record: 2. earliest postglacial record,Fraction of absorbed photosynthetic active radiation (FAPAR) of the site,GPP of the site,Genera growth form,Germination requirements 1. chilling,Germination requirements 2. light,Germination requirements 3. temperature fluctuation,Germination type,Habitat / plot description,Heteromorphy,Heterophylly,Identifier within contributed dataset (ID),Inbreeding,Incompatibility systems,Intensity of mycorrhizal infection,January mean temperature,July mean temperature,Latitude,Length of growing season (LGP),Location / Site Name,Location Country,Longitude,Major Phylogenetic Group,Maximum Green Vegetation Fraction,Maximum depth of leaves in the canopy,Maximum temperature at which 50% seeds germinate,Maximum temperature of germination,Mean annual sum of potential evapotranspiration (PET),Mean annual temperature (MAT),Mean clear-sky surface radiation budget from ERBE global: Global shortwave radiation budget data derived from 5 Years of ERBE measurements,Mean cloud forcing surface radiation budget from ERBE global: Global shortwave radiation budget data derived from 5 Years of ERBE measurements,Mean cloud surface radiation budget from ERBE global: Global shortwave radiation budget data derived from 5 Years of ERBE measurements,Mean number of wet days per year,Mean sum of annual precipitation (PPT / MAP / TAP),Mid Point,Minimum temperature at which 50% seeds germinate,Minimum temperature germination,Mono/poly carpic,Mycorrhizal type,NDVI of the site,NPP of the site (2),Net primary productivity of the site (NPP),Normal method of propagation,Northern Limit in Britain,Northern Limit in Europe,Number of European countries in which native,Nutrition (autotroph versus heterotroph),"Onset of flowering (first flowering date, beginning of flowering period)",Order,Photoperiodism: threshold value (h),Photoperiodism: type,Photosynthesis per leaf area at leaf temperature (A_area),Photosynthesis per leaf dry mass (Amass),Physical defences on buds,Physical defences on flowers/fruits,Physical defences on leaves,Physical defences on stems,Plant age at first flowering (primary juvenil period),Plant growth form,Plant height (unspecified if vegetative or reproductive),Plant life form (Raunkiaer life form),Plant photosynthetic pathway,Plant relative growth rate (RGR),Pollen viability,Pollen: 1. mono/di-morphic,Pollen: 2. diameter (um),Pollination syndrome (pollen vector),Precipitation Seasonality (Coefficient of Variation),Precipitation of Coldest Quarter,Precipitation of Driest Month,Precipitation of Driest Quarter,Precipitation of Warmest Quarter,Precipitation of Wettest Month,Precipitation of Wettest Quarter,Priestley-Taylor alpha coefficient,Range: 1. european countries where native,Range: 2. european countries where introduced,Range: 3. continents where native,Range: 4. continents where introduced,Reference / source,Root architecture / root system / root habit,Root hair length,Root hairs,"Root persistence (livespan, longevity)",Root rooting depth ,SLA: undefined if petiole in- or excluded,SN Index,Salinity Tolerance,Seed / ovule ratio,Seed dry mass,Seed length (largest dimension length),Seed number per plant,Seed shedding season (time of seed dispersal),Seed viability,Seedbank density,Seedbank longevity,Seedbank type,Seeds per flower,Soil C content per ground area,Soil N content per ground area,Soil bulk density,Soil field capacity,Soil ph,Soil plant available water capacity of rooting zone (derived from remote sensing) 1,Soil plant available water capacity of rooting zone (derived from remote sensing) 2,Soil profile available water capacity,Soil thermal capacity,Soil water content (SWC),Soil wilting point,Solar radiation (kJ m-2 day-1),Southern Limit in Europe,Species conservation status,Species continentality,Species eastern limit,Species nutrient requirements (in soil),Species nutrient requirements (in water),Species occurance dynamics (increasing / decreasing),Species origin,"Species pH requirement ( soil, extreme minimum)","Species pH requirement ( soil, typical minimum)","Species pH requirement (soil, extreme maximum)","Species pH requirement (soil, typical maximum)","Species pH requirement (water, extreme maximum)","Species pH requirement (water, extreme minimum)","Species pH requirement (water, typical maximum)","Species pH requirement (water, typical minimum)",Species rarity status,Species soil moisture requirements (drainage),Species soil moisture requirements (supply),Species soil moisture requirements (water table),Species status (nativity at growth location),Species synonyms (alternative name),Spread (plant height versus plant width relationshp)),Stem longevity,Stem self-supporting,Stomata density,Stomata density on lower surface,Stomata density on upper surface,Stomata distribution (surfaces present),Subclass,Temperature sum of growing degree days (GDD),Temperature: Annual Range,Temperature: Isothermality (BIO2/BIO7) (* 100),Temperature: Max Temperature of Warmest Month,Temperature: Mean Diurnal Range (Mean of monthly (max temp - min temp)),Temperature: Mean Temperature of Coldest Quarter,Temperature: Mean Temperature of Driest Quarter,Temperature: Mean Temperature of Warmest Quarter,Temperature: Mean Temperature of Wettest Quarter,Temperature: Min Temperature of Coldest Month,Temperature: Seasonality (standard deviation *100),Terrestrial chlorophyll index of the site,Time (season) of germination (seedling emergence),Tolerance (resistance) to heavy metals,Tolerance to drought,Tolerance to frost (non-woody tissue),Tolerance to frost (seedlings),Tolerance to grazing,Tolerance to shade,Typical abundance where naturally occurring,Vegetation type / Biome,Vegetative regeneration / reproduction (clonal spread),Vegetative reproduction: pattern forming,Water vapor pressure (kPa),Wetness/Humidity/Aridity of area where samples were taken,Wind speed (m s-1),Woodiness
115,Allium vineale,,,,457,0.0,,884.0,irregular,,,,,does not kill insects,0.9,,32 + 0-2S,,,Detaching ramets on inflorescence,,,,,entirely protandrous,hermaphrodite,,,4.84,,7.0,5.0,,,,8.0,,,,,normally cross,,1548.0,,,,,,,,,,,,,,,,,,,,,4.0,15.60000038,,,,,,,,,,,,,,,,,,,,,,,,,,vegetative,,60-65,29.0,autotrophic,6.0,,,,,,,,,,,,100,Bulbous geophyte,C3,,,,44.0,insect,,,,,,,,,,,Europe,North America,"M O Hill, C D Preston & D B Roy 2004   73pp PLANTATT - Attributes of British and Irish Plants: ...",contractile,,present,<1,Oct-50,,2.1,,,0.5,,,,,400,,"seedbank present, type uncertain",,,,,,,,,,,,,,No,,Not continental,European,infertile,,,Neophyt in British Islands,,,,,,,,,,free-draining,seasonal,periodically high,native,,height > width,,self-supporting,,,,,,,,,,,,,,,,,,,,,very resistant,,,none,,Temperate,bulbils,ramets not connected,,,,non-woody
116,Alnus cordata,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Archeophyt in British Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
117,Alnus glutinosa,524.0,absolute,158.0,503,0.0,,1100.0,mast,wings,84.0,226.8,,does not kill insects,-0.32,1.278,33.6,2.4,,Little or no vegetative spread,86.5,,TRY db 037,Cornelissen J. Sheffield Database,markedly protogynous,dioecious,water,,4.54,0.600000024,5.0,8.0,,,,3.0,Late Cretaceous,,Betulaceae,,obligatory cross,,1548.0,,,,,,,0.437291682,954.1,ST,partial,,,epigeal,,,,17678.0,,,occasionally mycorrhizal,3.5,14.5,53.4,10.0,Longshaw Estate,UK,-1.5,Angiosperms,67.0,,,36.0,651.0,9.054166744,166.2057495,-74.95158386,91.25475311,180.7,888.0,83.25,,7.0,polycarpic,ecto,0.615958333,703.2999878,624.8,seed,,>65,28.0,autotrophic,2.0,Fagales,,,,70.8,,,glabrous,,,T,2000,Mega- meso- and micro- phanerophyte,C3,,high,,23.6,wind,19.45520626,265.0,53.0,179.0,192.0,99.0,282.0,80.0,,,Europe,,Cornelissen et al 2003,tap root,,,,deep,144.9252336,3.76,brackish,,1.37,2.7,>10000,winter,much non-viable,6,,long-term persistent,,12.33250046,1675.680054,1.429020047,408.6159973,6.276000023,68.40000153,77.09999847,239.4750061,1.144919992,86.0,169.1410065,9320.5,No,,Not continental,Euro-Siberian,fertile,,,Neophyt in British Islands,3.4,5.02,7.52,7.14,7.44,4.52,6.87,5.35,Present,slow-draining,seasonal,periodically high,native,,height > width,100-500,self-supporting,,108,,lower,Magnoliidae,1382.0,19.80000079,37.75252498,18.70000076,7.475000242,3.866666714,13.30000019,14.91666667,4.76666671,-1.100000024,454.8948815,2.018368959,spring,,resists,resistant,sensitive,,none,dominant,4,,,0.955833341,1.2242,4.291666706,woody
118,Alnus incana,290.0,,421.0,,,,,,,73.0,316.0,,,,1.278,33.6,2.4,,,81.2,,TRY db 130,Craine J. Global 15N Database,,,,,,0.400000006,,,,,,,Late Cretaceous,,Betulaceae,,,,,,,,,,,,521.2,ST,,,,,,,,30657.0,,,,,,68.35,5.0,Tartu,Sweden,18.8166667,Angiosperms,75.0,,,,371.0,0.32083332,97.29299927,-41.14433289,56.15083313,224.1,348.0,83.25,,,,Ecto,0.188036457,154.5,365.0,,,,,,,Fagales,,,,,,,,,,T,,,C3,,,,,,44.85164482,66.0,14.0,50.0,132.0,57.0,132.0,78.0,,,,,Craine et al 2009,,,,,,143.9642252,,,,,,,,,,,,,39.32389832,2923.360107,1.019260049,252.8710022,6.184999943,11.0,93.59999847,167.6710053,0.836499989,88.0,85.20030212,7849.333333,,,,,,,,Archeophyt in British Islands,,,,,,,,,,,,,,,,,,,,,,Magnoliidae,208.0,30.0,24.13888915,15.0,7.241666744,-8.950000127,-1.916666746,10.41666675,10.41666675,-15.0,779.663273,0.700918257,,,,,,,,,11,,,0.501666668,1.0512,2.525000016,
119,Alnus rubra,600.0,,166.0,,,,,,,75.0,212.85,,,,1.278,33.6,2.4,,,74.9,,"Royer et al, 2005, 2012",Peppe et al. (2011),,,,,,1.200000048,,,,,,,Late Cretaceous,,Betulaceae,,,,,,,,,,,0.652638912,1330.7,ST,,,,,,,,2686.5,,,,,,45.2,7.5,"Ketchikan, Alaska",USA,-123.1,Angiosperms,92.0,,,,843.0,9.464583288,186.8872528,-51.82912445,137.5906677,110.3,1741.0,83.25,,,,"ecto, ectendo",0.767230451,480.8499908,758.35,,,,,,,Fagales,,,,,,,,,,T,,,,,,,,,67.47495264,768.5,18.0,84.5,91.5,289.5,840.5,75.0,,,,,Peppe et al. (2011),,,,,,140.0892726,,,,,,,,,,,,,23.15859985,1924.970032,1.229550004,385.4049988,5.31099987,363.6000061,378.0,243.5085068,0.992870033,81.0,143.2354965,13438.58333,,,,,,,,Archeophyt in British Islands,,,,,,,,,,,,,,Alnus oregona,,,,,,,,Magnoliidae,1670.0,23.25000024,38.94775153,20.64999962,9.524999896,2.299999952,15.03333338,15.52499986,2.725000014,-4.450000048,532.5516354,2.28859973,,,,,,,,,5,,,0.860416671,1.9172,3.358333369,
120,Alnus viridis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
121,Alopecurus aequalis,,,,,,,717.0,,,,,128.0,does not kill insects,-0.33,,14,,,Little or no vegetative spread,,,,,,hermaphrodite,,,3.07,,8.0,9.0,,,4.0,7.0,,,,,,,1796.0,Birmingham,,,,,,,,,partial,,,,,,,,,,,3.5,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,seed,,>65,23.0,autotrophic,5.0,,,,,,,,glabrous,,,,10,hemicryptophyte,C3,,,,,wind,,,,,,,,,,,Europe,,"M O Hill, C D Preston & D B Roy 2004   73pp PLANTATT - Attributes of British and Irish Plants: ...",,,,,,,1.99,salt-affected,,,,,,,6,,long-term persistent,,,,,,,,,,,,,,No,,Not continental,Circumpolar,fertile,,fluctuating,Neophyt in British Islands,,,,,,,,,Present,,,periodically high,native,,height = width,,self-supporting,,,,,,,,,,,,,,,,,,,,,,,,none,scattered,Boreo-Temperate,,,,,,non-woody
122,Alopecurus bulbosus,,,,,,,826.0,,,,,54.0,does not kill insects,0.3,,14,,,Tussock forming graminoid,,,,,,hermaphrodite,,,6.21,,8.0,,3.0,5.0,7.0,,,,,,,,1724.0,,,,,,,,,,,,,,,,none,,,,,4.599999905,16.39999962,,,,,,,,,,,,,,,,,,,,,,,,,,,,50-55,11.0,autotrophic,6.0,,,,,,,,glabrous,,,,50,hemicryptophyte,C3,,,,,wind,,,,,,,,,,,Europe,,"M O Hill, C D Preston & D B Roy 2004   73pp PLANTATT - Attributes of British and Irish Plants: ...",,,,,,,0.88,salt-affected,,,,,summer,,,,,,,,,,,,,,,,,,No,,Not continental,Suboceanic,,,declining,Neophyt in British Islands,,,,,,,,,Scarce,,seasonal,,native,,height = width,<1,self-supporting,,,,,,,,,,,,,,,,,,,,,,,,,scattered,Southern Temperate,,,,,,non-woody
123,Alopecurus geniculatus,,,,594,0.0,,1087.0,,,,,,does not kill insects,0.83,14.2,28,,,Extensively creeping and rooting at nodes,,,,,markedly protogynous,hermaphrodite,unspecialised,3,4.56,,8.0,,1.0,,,7.0,,,,,normally cross,,1597.0,,,,,,,,,,,,,epigeal,,,,,,,normally mycorrhizal,3.5,14.5,,,,,,,,,,,,,,,,,,,,,polycarpic,arbuscular,,,,seed and vegetative,,>65,25.0,autotrophic,6.0,,,,,,,,glabrous,,,,15,hemicryptophyte,C3,0.177,,,,wind,,,,,,,,,,,Europe,North America,"M O Hill, C D Preston & D B Roy 2004   73pp PLANTATT - Attributes of British and Irish Plants: ...",,,,,,,3.73,brackish,,0.04,1.5,,summer,,34996,,long-term persistent,,,,,,,,,,,,,,No,,Not continental,European,infertile,,increasing,Neophyt in British Islands,,,,,,,,,Present,,,,native,,height = width,<1,decumbent,,,,,,,,,,,,,,,,,,spring,,,very resistant,,,none,dominant,Boreo-Temperate,stolons,diffuse ramets,,,,non-woody
124,Alopecurus magellanicus,149.0,,200.0,1219,450.0,762.0,1514.0,,,64.0,324.8,24.0,does not kill insects,-0.24,17.82,117,3.0,,Tussock forming graminoid,76.8,,"Shmakova, Markovskaya 2010","Shmakova, Markovskaya 2010",,hermaphrodite,,,2.27,0.300000012,,9.0,,,5.0,8.0,,,Poaceae,,,,1803.0,"Lochnagar, Aberdeenshire",,,,,,,,H,,,,,,,none,2597.0,,,,-0.600000024,11.0,78.06666667,,Svalbard,Norway,13.83333333,Angiosperms,5.0,,,,158.0,-5.537499972,78.07150269,-38.25983429,39.81491852,193.1,595.0,,,,,,0.040755209,,,,No,>65,3.0,autotrophic,7.0,Poales,,,,,,,glabrous,,,H,10,hemicryptophyte,C3,,,,,wind,26.44903797,178.0,24.0,88.0,105.0,61.0,181.0,94.0,,,Europe,,"M O Hill, C D Preston & D B Roy 2004   73pp PLANTATT - Attributes of British and Irish Plants: ...",,,,,,,7.2,,,,,,,,,,,,,,,,,,,,,97.0,,6717.0,50-55,,Continental,Circumpolar,,,,Neophyt in British Islands,,,,,,,,,Scarce,,continuous,,native,"Alopecurus borealis Trin. ??, nA",height = width,<1,self-supporting,,,,both,Magnoliidae,,21.09999943,20.97156439,6.699999809,4.424999967,-11.94999997,0.366666645,3.083333304,-10.69999997,-14.39999962,645.3016345,0.255380511,,,,,,,,scattered,Arctic Montane,,patch-forming,0.359166671,2.8291,4.174999952,non-woody
125,Alopecurus myosuroides,,absolute,,,,,765.0,,,,,,does not kill insects,0.42,,14,,,Little or no vegetative spread,,,,,markedly protogynous,hermaphrodite,,,3.44,,,,,,7.0,9.0,,,,,obligatory cross,,1597.0,"Paddington, London",,,,,,,,,,partial,,,,,,,,"present, mechanism unknown",normally mycorrhizal,3.700000048,15.89999962,,,,,,,,,,30.0,,,,,,,,,,,,arbuscular,,,,seed,No,,17.0,autotrophic,5.0,,,long-day,,,,,glabrous,,6-12 weeks,,70,therophyte,C3,,,,33.0,wind,,,,,,,,,,,Europe,North America,"M O Hill, C D Preston & D B Roy 2004   73pp PLANTATT - Attributes of British and Irish Plants: ...",adventitious,,,,shallow,,1.78,,,2,,,summer,some non-viable,6,1-5 yrs,long-term persistent,1,,,,,,,,,,,,,,,Not continental,European,fertile,,declining,Archeophyt in British Islands,,,,,,,,,,slow-draining,,periodically high,native,,height = width,<1,self-supporting,,,,,,,,,,,,,,,,,,autumn,,,resistant,sensitive,,none,dominant,Southern Temperate,,no ramets,,,,non-woody
126,Alopecurus pratensis,407.0,,6.0,445,0.0,,1032.0,,,84.0,235.8,,does not kill insects,0.09,17.82,47.33333333,3.0,,Tussock forming graminoid,72.7,,TRY db 045,Garnier E. The VISTA Plant Trait Database,entirely protogynous,hermaphrodite,unspecialised,5.5,4.12,,,5.0,,7.0,,6.0,,,Poaceae,,obligatory cross,,1597.0,,,,,,,0.526958346,1214.9,H,,,,epigeal,,,,22019.0,,,normally mycorrhizal,3.5,14.69999981,58.83333333,10.0,South East Baltic Sea,Sweden,17.4,Angiosperms,92.0,,35.0,,572.0,6.395833269,134.2987518,-47.97874832,86.32191467,154.4,568.0,,,,polycarpic,arbuscular,0.429692715,547.7999878,668.3,seed,,>65,27.0,autotrophic,4.0,Poales,,long-day,,,,,glabrous,,,H,30,hemicryptophyte,C3,0.184,,,,wind,27.65039554,120.0,28.0,94.0,171.0,66.0,185.0,71.0,,,Europe,,"M O Hill, C D Preston & D B Roy 2004   73pp PLANTATT - Attributes of British and Irish Plants: ...",,,,,,190.0,3.47,,,0.68,2.7,,summer,,19,,long-term persistent,,12.83829975,1377.77002,1.351359963,444.2269898,5.793000221,,,288.9630127,1.086480022,80.0,155.2630005,9912.083333,No,,Not continental,Euro-Siberian,fertile,,increasing,Neophyt in British Islands,,,,,,,,,Present,free-draining,,,native,,height = width,<1,self-supporting,,,,,Magnoliidae,1322.0,26.30000019,27.53485366,19.0,7.241666565,-1.666666706,0.700000068,15.51666641,14.64999962,-7.300000191,700.4785849,1.860307932,,,,very resistant,,,none,frequent,4,,patch-forming,0.841666656,0.9178,4.625,non-woody
127,Alstroemeria aurea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Archeophyt in British Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
128,Althaea officinalis,,,,,0.0,,774.0,,,,,77.0,does not kill insects,-0.29,,42,,,Little or no vegetative spread,,,,,protandrous,hermaphrodite,,,4.27,,,7.0,2.0,4.0,,9.0,,,,,cross or automatic self,,1548.0,Kent & Essex,,,,,,,,,,,,,,,,,,,normally mycorrhizal,4.400000095,16.39999962,,,,,,,,,,,,,,,,,,,,,,arbuscular,,,,seed,,55-60,23.0,autotrophic,8.0,,,,,,,,soft hairs,,,,120,hemicryptophyte,C3,,,,,insect,,,,,,,,,,,Europe,,"M O Hill, C D Preston & D B Roy 2004   73pp PLANTATT - Attributes of British and Irish Plants: ...",,,,,,,1.52,brackish,,2.91,,,,,,,,,,,,,,,,,,,,,No,,Not continental,Euro-Siberian,fertile,,,Neophyt in British Islands,,,,,,,,,Scarce,,,,native,,height > width,<1,self-supporting,,,,,,,,,,,,,,,,,,,,,,,,none,scattered,Temperate,,,,,,non-woody
129,Alyssum alyssoides,567.0,absolute,223.0,,,,,,mucilage,77.0,163.5,,does not kill insects,,1.23,32,2.0,,,80.3,,"LEDA Traitbase; Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology  ...",http://www.uni-oldenburg.de/en/landeco/research/projects/LEDA/Data%20Files/,weakly protogynous,hermaphrodite,,1.4,3.44,0.699999988,,,,,,6.0,,,Brassicaceae,,cross or automatic self,,,,,,,,,0.464013875,1047.5,HS,,,,,,,,11016.0,,,,,,48.10122896,10.0,,GERMANY,7.591740736,Angiosperms,92.0,,,,826.0,10.67083327,164.6640015,-59.36024857,105.3069992,171.6,1008.0,,,,,,0.592082024,741.7999878,684.0,,,,21.0,autotrophic,5.0,Brassicales,,,,,,,soft hairs,,,H,7,hemicryptophyte,C3,,,,,insect,12.46069631,271.0,66.0,220.0,250.0,104.0,285.0,68.0,,,Europe,North America,"Clapham AR, Tutin TG, Moore DM 1987    Flora of the British Isles, 3rd ed, Cambridge University...",,,,,,188.4,1.97,,,0.56,,,,,,,,,11.65849972,1382.410034,1.471600056,412.0280151,6.367000103,112.3000031,114.9000015,245.8099976,1.176280022,72.0,166.2180023,11429.41667,,,,,infertile,,,Archeophyt in British Islands,,,,,,,,,,,,,native,,height = width,,self-supporting,,,,,Magnoliidae,1964.0,26.29999995,31.97084851,23.0,8.408333143,2.783333421,6.666666706,18.88333321,6.499999921,-3.299999952,652.2076366,2.03820467,,,wilts and dies,,,,none,scattered,4,,,1.019166668,0.8099,2.725000004,non-woody
130,Amaranthus albus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Archeophyt in British Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
131,Amaranthus blitoides,447.5,,79.5,,,,,,,68.5,68.55,,,,1.46631579,32.28571429,2.444444444,,,54.0,,GulÃ­as et al 2003,Gulias_UIB,,,,,,,,,,,,,,,Amaranthaceae,,,,,,,,,,,0.248875,1093.5,H,,,,,,,,67489.5,,,,,,39.175,10.0,Ibiza,Spain,2.235,Angiosperms,77.0,,,,991.0,16.8937501,208.0948334,-39.55516815,168.5431671,40.95,508.0,,,,,,0.371777341,,739.85,,,,,,,Caryophyllales,,,,621.3978067,,,,,,H,,,C4,,,,,,49.44713609,156.0,6.5,41.5,81.0,78.5,203.5,44.5,,,,,"Wright et al 2004; Royer et al, 2012",,,,,,181.4034279,,,,,,,,,,,,,10.4314599,1439.994995,1.449620009,382.9385071,,,,227.2774963,1.159669995,50.0,155.659996,15852.58333,,,,,,,,Archeophyt in British Islands,,,,,,,,,,,,,,,,,,,,,,Magnoliidae,4190.5,25.60000014,41.65076342,30.0,10.66250008,10.91666671,23.75833352,24.10833343,14.70000005,4.399999857,547.6542113,1.73361057,,,,,,,,,12,,,1.422499982,0.5299,3.287500004,
132,Amaranthus blitum,495.0,,11.0,,,,,,,81.0,176.9,,,,1.46631579,32.28571429,2.444444444,,,80.9,,"LEDA Traitbase; Source data from Carl von Ossietzky university of Oldenburg, Landscape Ecology  ...",http://www.uni-oldenburg.de/en/landeco/research/projects/LEDA/Data%20Files/,,,,,,0.600000024,,,,,,,,,Amaranthaceae,,,,,,,,,,,0.513930559,904.0,H,,,,,,,,11358.5,,,,,,53.12685917,9.0,,GERMANY,11.18450386,Angiosperms,93.0,,,,710.0,9.087499904,154.6692505,-64.56192017,90.1103363,163.7,575.0,,,,,,0.660315096,617.9000244,581.1,,,,,,,Caryophyllales,,,,,,,,,,H,,,,,,,,,17.87406292,134.0,34.0,118.0,179.0,66.0,179.0,69.0,,,,,Kleyer et al 2008,,,,,,358.6,,,,,,,,,,,,,11.65849972,1382.410034,1.471600056,412.0280151,5.684000015,88.30000305,165.0,245.8099976,1.176280022,74.0,166.2180023,9870.916667,,,,,,,,Archeophyt in British Islands,,,,,,,,,,,,,,,,,,,,,,Magnoliidae,1632.0,25.99999905,30.80128264,21.29999924,8.008333191,1.266666681,4.633333306,17.29999971,17.29999971,-4.699999809,654.2244602,1.965600491,,,,,,,,,4,,,0.935000002,0.8239,3.291666667,
133,Amaranthus bouchonii,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
134,Amaranthus caudatus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Archeophyt in British Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
135,Amaranthus cruentus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Archeophyt in British Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
136,Amaranthus deflexus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Archeophyt in British Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
137,Amaranthus graecizans,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Archeophyt in British Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
138,Amaranthus hybridus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Archeophyt in British Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
139,Amaranthus hybridus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Archeophyt in British Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
