Begonia conchifolia,Costa Rica,Liberia,"10.630573, -85.439346","Davidse, G., M. Sousa Sánchez, S. Knapp & F. Chiang Cabrera",2015,Saururaceae a Zygophyllaceae,Fl. Mesoamer.,"2(3): v–xvii, 1–347"
Begonia conchifolia,Costa Rica,San José,"9.934739, -84.087502","Davidse, G., M. Sousa Sánchez, S. Knapp & F. Chiang Cabrera",2015,Saururaceae a Zygophyllaceae,Fl. Mesoamer.,"2(3): v–xvii, 1–347"
Begonia conchifolia,Costa Rica,Alajuela,"10.582930, -84.261923","Burt-Utley, K.",1985,A revision of Central American species of Begonia section Gireoudia (Begoniaceae),Tulane Stud. Zool. Bot.,25(1): 1–131
Begonia conchifolia,Costa Rica,Cartago,"9.588293, -85.296503","Burt-Utley, K.",1985,A revision of Central American species of Begonia section Gireoudia (Begoniaceae),Tulane Stud. Zool. Bot.,25(1): 1–131
Begonia conchifolia,Costa Rica,Guanacaste,"9.629001, -84.929014","Burt-Utley, K.",1985,A revision of Central American species of Begonia section Gireoudia (Begoniaceae),Tulane Stud. Zool. Bot.,25(1): 1–131
Begonia conchifolia,Costa Rica,Heredia,"10.113520, -85.166314","Burt-Utley, K.",1985,A revision of Central American species of Begonia section Gireoudia (Begoniaceae),Tulane Stud. Zool. Bot.,25(1): 1–131
Begonia conchifolia,Costa Rica,San José,"10.228106, -85.012424","Burt-Utley, K.",1985,A revision of Central American species of Begonia section Gireoudia (Begoniaceae),Tulane Stud. Zool. Bot.,25(1): 1–131
Begonia conchifolia,Panama,Coclé,"9.003572, -79.43242","Burt-Utley, K.",1985,A revision of Central American species of Begonia section Gireoudia (Begoniaceae),Tulane Stud. Zool. Bot.,25(1): 1–131
Begonia conchifolia,Panama,Panamá,"8.983333, -79.51667","Burt-Utley, K.",1985,A revision of Central American species of Begonia section Gireoudia (Begoniaceae),Tulane Stud. Zool. Bot.,25(1): 1–131
